contact	{'phone': '[1] 309 341 7185', 'email': '', 'webUrl': ''}
location	{'lat': 40.955051, 'lon': -90.342644}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['T. J. Hale', 'M. Tommasini', 'G. B. Purdy', 'G. Engelmann', 'J. P. Harbour', 'A. H. Curtiss', 'C. W. Short', 'E. Hall', 'S. B. Mead']
notes	Updated Feb 2017 (Spelling errors updated).
dateModified	2018-01-12
irn	126173
organization	Torquay Museum
code	TOR
division	
department	
cites	
specimenTotal	16700
currentStatus	Active
dateFounded	1874
taxonomicCoverage	
geography	Great Britain, especially Devon.
address	{'physicalStreet': '', 'physicalCity': 'Torquay', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '529 Babbacombe Road', 'postalCity': 'Torquay, Devon', 'postalState': 'England', 'postalZipCode': 'TQ1 1HG', 'postalCountry': 'U.K.'}
contact	{'phone': '[44] 01803 293 975', 'email': '', 'webUrl': ''}
location	{'lat': 50.469743, 'lon': -3.532013}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['C. F. Vincent', 'G. T. Fraser', 'G. S. Williams', 'T. Stephenson', 'F. M. Day', 'E. Parfitt']
notes	Updated Feb 2017 (specimen number).  No loans. Visitors are welcome.
dateModified	2018-01-12
irn	125676
organization	Perth Museum and Art Gallery
code	PTH
division	
department	
cites	
specimenTotal	25000
currentStatus	Active
dateFounded	1784
taxonomicCoverage	All groups
geography	Scotland, especially Perthshire; some Europe and worldwide
address	{'physicalStreet': '', 'physicalCity': 'Perth', 'physicalState': 'Scotland', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'George Street', 'postalCity': 'Perth', 'postalState': 'Scotland', 'postalZipCode': 'PH1 5LB', 'postalCountry': 'U.K.'}
contact	{'phone': '[44] 1738 632 488', 'email': 'museum@culturepk.org.uk', 'webUrl': ''}
location	{'lat': 56.396851, 'lon': -3.426838}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	['PRH', 'PTHL.']
importantCollectors	['W. Barclay', 'H. M. Drummond-Hay', 'J. H. Balfour', 'A. W. Brown', 'F. I. White', 'A. Sturrock', 'F. B. White', 'R. H. Meldrum']
notes	Updated Feb 2017 (email address and staff title).
dateModified	2018-01-12
irn	124716
organization	Haslemere Educational Museum
code	HME
division	
department	
cites	
specimenTotal	0
currentStatus	Status unknown
dateFounded	
taxonomicCoverage	
geography	
address	{'physicalStreet': '', 'physicalCity': 'Haslemere', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'High Street', 'postalCity': 'Haslemere, Surrey', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}
contact	{'phone': '', 'email': '', 'webUrl': ''}
location	{'lat': 51.089261, 'lon': -0.708063}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Feb 2017 (notes).  Herbarium status is unclear.
dateModified	2018-01-12
irn	125973
organization	Slovak University of Agriculture
code	NI
division	Faculty of Agrobiology and Food Resources
department	Department of Botany
cites	
specimenTotal	35000
currentStatus	Active
dateFounded	1946
taxonomicCoverage	
geography	Czech Republic; Slovakia; especially western and eastern Slovakia, Balkans
address	{'physicalStreet': '', 'physicalCity': 'Nitra', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Slovakia', 'postalStreet': 'Trieda Andreja Hlinku 2', 'postalCity': 'Nitra', 'postalState': '', 'postalZipCode': 'SK-949 76', 'postalCountry': 'Slovakia'}
contact	{'phone': '[421] 37 641 4444', 'email': 'pavol.elias.jun@gmail.com', 'webUrl': ''}
location	{'lat': 48.303333, 'lon': 18.091719}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['V. Osvačilová', 'Z. Svobodová', 'V. Řehořek', 'D. Dítě', 'P. Eliáš']
notes	Updated Feb 2017 (general update).
dateModified	2018-01-12
irn	125363
organization	Museum
code	BMH
division	Bournemouth Natural Science Society
department	
cites	
specimenTotal	4500
currentStatus	Active
dateFounded	
taxonomicCoverage	
geography	British Isles and Channel Islands
address	{'physicalStreet': '', 'physicalCity': 'Bournemouth', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '39 Christchurch Road', 'postalCity': 'Bournemouth, Dorset', 'postalState': 'England', 'postalZipCode': '', 'postalCountry': 'U.K.'}
contact	{'phone': '', 'email': 'contact@bnss.org.uk', 'webUrl': ''}
location	{'lat': 50.998856, 'lon': -1.279707}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Feb 2017 (Specimen count, geography, email)
dateModified	2018-01-12
irn	126471
organization	Università di Sassari
code	SS
division	
department	Dipartimento di Scienze della Natura e del Territorio
cites	
specimenTotal	100000
currentStatus	Active
dateFounded	1864
taxonomicCoverage	
geography	Sardinia; Mediterranean area
address	{'physicalStreet': '', 'physicalCity': 'Sassari', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Italy', 'postalStreet': 'Polo Bionaturalistico - Via Piandanna 4', 'postalCity': 'Sassari', 'postalState': '', 'postalZipCode': 'I-07100', 'postalCountry': 'Italy'}
contact	{'phone': '[39] 079 228640', 'email': 'erbario.unisassari@gmail.com', 'webUrl': ''}
location	{'lat': 40.722455, 'lon': 8.550552}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Jan 2017 (general update).
dateModified	2018-01-12
irn	126682
organization	University of Illinois
code	CEL
division	Crop Evolution Laboratory
department	Crop Sciences Department
cites	
specimenTotal	55000
currentStatus	Active
dateFounded	1967
taxonomicCoverage	Poaceae, particularly Andropogoneae and genera of cereals; cultivated Fabaceae
geography	
address	{'physicalStreet': '', 'physicalCity': 'Urbana', 'physicalState': 'Illinois', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '1102 South Goodwin Avenue, AE 120 Turner Hall', 'postalCity': 'Urbana-Champaign', 'postalState': 'Illinois', 'postalZipCode': '61801-4798', 'postalCountry': 'U.S.A.'}
contact	{'phone': '[1] 217 300 0563', 'email': 'cwriggin@illinois.edu', 'webUrl': ''}
location	{'lat': 40.111893, 'lon': -88.223961}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Jan 2017 (new correspondent).
dateModified	2018-01-12
irn	127094
organization	Yu. Fedcovich Chernivtsi State University
code	CHER
division	
department	Botany Department
cites	
specimenTotal	150000
currentStatus	Active
dateFounded	1918
taxonomicCoverage	
geography	Ukraine, especially Bukovina region, Carpathian Mountains, North Bessarabia.
address	{'physicalStreet': '', 'physicalCity': 'Chernivtsi', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Ukraine', 'postalStreet': 'Fedkovich Street 11', 'postalCity': 'Chernivtsi', 'postalState': '', 'postalZipCode': '58022', 'postalCountry': 'Ukraine'}
contact	{'phone': '[380] 3722 31252', 'email': '', 'webUrl': ''}
location	{'lat': 48.537521, 'lon': 28.107285}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	['CERN']
importantCollectors	['F. Graf', 'M. Gusuleac', 'F. Herbich']
notes	CHER same as CERN. Use CHER.
dateModified	2018-02-08
irn	126083
organization	Stromness Museum
code	STS
division	Orkney Natural History Society
department	
cites	
specimenTotal	2000
currentStatus	Active
dateFounded	1837
taxonomicCoverage	
geography	Scotland
address	{'physicalStreet': '', 'physicalCity': 'Stromness, Orkney', 'physicalState': 'Scotland', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': '52 Alfred Street', 'postalCity': 'Stromness, Orkney', 'postalState': 'Scotland', 'postalZipCode': 'KW16 3DH', 'postalCountry': 'U.K.'}
contact	{'phone': '[44] 01856 873535 ext. 2524', 'email': 'janette.park@orkney.gov.uk', 'webUrl': ''}
location	{'lat': 58.958535, 'lon': -3.301142}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['M. Spence']
notes	Updated Jan 2018 (Correspondent, Notes update).  Please direct all curatorial enquiries to sheila.garson@orkney.gov.uk.  Details of Magnus Spence's Herbarium are now online: http://www.orkneycommunities.co.uk/STROMNESSMUSEUM/library.asp<br/>A summary following a recent cataloguing exercise (which produced the herbarium list accessible at the above link) is:<br/>Magnus Spence (1853-1919) assembled his herbarium collection in the late Nineteenth and very early Twentieth Centuries. The number of specimens in the herbarium is 918, comprising 556 species of vascular plants, seven algae and five bryophytes. The original total certainly included two further species of vascular plant, each represented by a single specimen.
dateModified	2018-01-12
irn	126965
organization	Východoceské muzeum Pardubice
code	MP
division	Prírodevedecké oddelení
department	
cites	
specimenTotal	124000
currentStatus	Active
dateFounded	1880
taxonomicCoverage	Vascular plants
geography	Czech Republic and Slovakia, especially Bohemia.
address	{'physicalStreet': 'Zámek 2', 'physicalCity': 'Pardubice', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Czech Republic', 'postalStreet': 'Zámek 2', 'postalCity': 'Pardubice', 'postalState': '', 'postalZipCode': '530 02', 'postalCountry': 'Czech Republic'}
contact	{'phone': '[420] 466 799 247\n[420] 466 799 240', 'email': 'safarova@vcm.cz', 'webUrl': ''}
location	{'lat': 50.041295, 'lon': 15.777161}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	['TRM (6000 specimens).']
importantCollectors	['E. Binder', 'F. Cernohous', 'V. Faltys', 'E. Fronek', 'E. Hadac', 'J. Hadac', 'R. Hasslinger', 'V. Horák', 'M. Hosticka', 'F. Hrobar', 'E. Kalenský', 'A. Kobrle', 'J. K. Kostal', 'K. Krcan', 'M. Kroulik', 'R. Novaková', 'F. M. Opiz', 'J. Palek', 'L. Palek', 'F. Procházka', 'J. Reitmayer', 'K. Tocl', 'R. Traxler', 'J. Tusla', 'V. Vagenknecht']
notes	Updated Jul 2011.
dateModified	2018-01-12
irn	126538
organization	Aix-Marseille Université
code	MARS
division	Faculté des Sciences de Saint-Charles
department	Laboratoire de Botanique, Case 4
cites	
specimenTotal	250000
currentStatus	Active
dateFounded	
taxonomicCoverage	
geography	Southern France; Mediterranean region; Réunion Island.
address	{'physicalStreet': '', 'physicalCity': 'Marseille', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'France', 'postalStreet': '3 Place Victor-Hugo', 'postalCity': 'Marseille Cedex 3', 'postalState': '', 'postalZipCode': 'F-13331', 'postalCountry': 'France'}
contact	{'phone': '[33] 4 13 55 12 29', 'email': '', 'webUrl': ''}
location	{'lat': 43.30389, 'lon': 5.37742}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['H. Ardoino', 'Boery', 'L. Castagne', 'J. Contandriopoulos', 'E. J. de Cordemoy', 'Abbé Delmas', 'Th. Derbez', 'A. Duss', 'H. Jumelle', 'Metzer', 'R. Molinier', 'Pennel', 'H. Perrier de la Bathie', 'E. Requien', 'H. Roux', 'L. Samat', 'R. Verlaque', 'G.A. Zenker']
notes	"updated Jul 2012.  <br/><br/>Loans: Types not sent on loan.<br/><br/>History and specificity:<br/><br/>Initiated at the beginning of the 19th century, now with about 250 000 samples, this collection reflects: 1) the history of Marseille: port open to the world, especially to the former French overseas territories and 2) the competence and influence of the 19th century Provençal naturalists. Today this herbarium includes: currently active herbaria, historical collections of the 19th and the 20th century of the South-East of the France and various herbaria relating to France's colonial history.<br/><br/>Currently active herbaria: 1) a general world herbarium of vascular plants initiated by Louis Castagne in 1820, 2) a general herbarium of vascular plants of France, 3) a general herbarium of vascular plants of the French Mediterranean area, 4) a cytogenetic herbarium of plants mainly collected and studied by J. Contandriopoulos and R. Verlaque, 5) a general world herbarium of lichen and 6) a general world herbarium of bryophyte.<br/>Historical and prestigious collections of the 19th and the 20th century of the South-East of the France, corresponding to the first ""modern"" flora : 1) Herbier Louis Castagne (Catalogue des plantes qui croissent naturellement dans le département des Bouches-du-Rhône), 2) Honoré Ardoino (Flore analytique du département des Alpes-maritimes), 3) Honoré Roux (Catalogue des plantes de Provence spontanées ou généralement cultivées)… Various herbaria relating to France's colonial history : 1) Herbier Père Antoine Duss des Antilles (Flore phanérogamique des Antilles françaises, Guadeloupe et Martinique), 2) Herbier Henri Jumelle and Henri Perrier de la Bathie for Madagascar (numerous publications among the Catalogue des plantes de Madagascar), 3) Herbier Eugène Jacob de Cordemoy for La Réunion (Flore de l'Ile de la Réunion), used for the "" Flore des Mascareignes "", 4) Herbier Georg. Zenker (Cameroun), Herbier Boery (Mauritanie) for the "" Afrique Orientale Française "", 5) Herbier Pennel and Metzger for the Nouvelle Calédonie.<br/><br/>Moreover, the botanical collections of the University include the Musée Colonial de Marseille founded in 1893 as a part of the Institut Colonial de Marseille. This collection contains plant samples from overseas selected and used for food (fruits, vegetables, cereals, oils, etc.), as condiments and spices, for pharmaceuticals and for industry (rubber, wood, fibres, etc.)."
dateModified	2018-01-12
irn	126489
organization	"University of Agricultural Sciences and Veterinary Medicine  ""Ion Ionescu de la Brad"""
code	IASI
division	Discipline of Botany
department	Department of Plant Sciences
cites	
specimenTotal	31000
currentStatus	Active
dateFounded	1954
taxonomicCoverage	
geography	Romania
address	{'physicalStreet': '', 'physicalCity': 'Iasi', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Romania', 'postalStreet': 'Department of Plant Sciences', 'postalCity': ' Iasi', 'postalState': '', 'postalZipCode': '700490', 'postalCountry': 'Romania'}
contact	{'phone': '[40] 0232 407407\n[40] 0232 407436', 'email': 'csirbu@uaiasi.ro\ncsirbu@uaiasi.ro', 'webUrl': ''}
location	{'lat': 47.197769, 'lon': 27.54846}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['M. Ravarut', 'C. Sirbu']
notes	Updated Jul 2014 (general update).
dateModified	2018-01-12
irn	126936
organization	Vanderbilt University
code	VDB
division	
department	Department of Biological Sciences
cites	
specimenTotal	0
currentStatus	Inactive
dateFounded	
taxonomicCoverage	
geography	
address	{'physicalStreet': '', 'physicalCity': 'Nashville', 'physicalState': 'Tennessee', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': 'VU Station B 351634', 'postalCity': 'Nashville', 'postalState': 'Tennessee', 'postalZipCode': '37235', 'postalCountry': 'U.S.A.'}
contact	{'phone': '', 'email': '', 'webUrl': ''}
location	{'lat': 36.142157, 'lon': -86.803775}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	[]
notes	Updated Jul 2016. VDB (300 000 specimens transferred to BRIT) transferred to BRIT in 1997. Continue to cite VDB. Contact the BRIT Herbarium, herbarium@brit.org
dateModified	2018-01-12
irn	125830
organization	University of Copenhagen
code	CP
division	Faculty of Life Sciences
department	Department of Plant and Environmental Sciences
cites	
specimenTotal	90000
currentStatus	Inactive
dateFounded	1883
taxonomicCoverage	Parasitic fungi; native and cultivated plants; Polyporaceae; higher marine fungi
geography	Scandinavia, mainly Denmark
address	{'physicalStreet': '', 'physicalCity': 'Frederiksberg', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Denmark', 'postalStreet': 'Rolighedsvej 21', 'postalCity': 'Frederiksberg C', 'postalState': '', 'postalZipCode': 'DK-1958', 'postalCountry': 'Denmark'}
contact	{'phone': '', 'email': '', 'webUrl': ''}
location	{'lat': 55.680271, 'lon': 12.53908}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['N. F. Buchwald', 'C. C. F. Ferdinandsen', 'J. Koch', 'O. G. F. Rostrup']
notes	Updated Jul 2016 (CP now inactive; specimens have been incorporated into C). <br/>.
dateModified	2018-01-12
irn	125280
organization	Missouri Southern State College
code	MCJ
division	
department	Biology Department
cites	
specimenTotal	17000
currentStatus	Active
dateFounded	1968
taxonomicCoverage	All groups
geography	Local
address	{'physicalStreet': '', 'physicalCity': 'Joplin', 'physicalState': 'Missouri', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '', 'postalCity': 'Joplin', 'postalState': 'Missouri', 'postalZipCode': '64801-1595', 'postalCountry': 'U.S.A.'}
contact	{'phone': '[1] 417 624 8100', 'email': '', 'webUrl': ''}
location	{'lat': 37.08009, 'lon': -94.508179}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['F. C. Seymour']
notes	Updated Sep 2013 (correspondent contact info)
dateModified	2018-01-12
irn	124107
organization	Bowling Green State University
code	BGSU
division	
department	Biological Sciences Department
cites	
specimenTotal	14000
currentStatus	Active
dateFounded	1967
taxonomicCoverage	
geography	Local.
address	{'physicalStreet': '217 Life Sciences Bldg., North College Ave.', 'physicalCity': 'Bowling Green', 'physicalState': 'Ohio', 'physicalZipCode': '', 'physicalCountry': 'U.S.A.', 'postalStreet': '217 Life Sciences Bldg., North College Ave.', 'postalCity': 'Bowling Green', 'postalState': 'Ohio', 'postalZipCode': '43403', 'postalCountry': 'U.S.A.'}
contact	{'phone': '[1] 419 372 2644', 'email': 'hmichae@bgsu.edu', 'webUrl': ''}
location	{'lat': 41.379991, 'lon': -83.640635}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['E. L. Moseley']
notes	Updated Sep 2013 (email address for correspondent). BGSU transferred in part (6000 specimens) to BRIT in 2004. Contact Amanda K. Neill, aneill@brit.org
dateModified	2018-01-12
irn	127107
organization	Západoceské muzeum
code	PL
division	Botanické oddelení
department	
cites	
specimenTotal	85000
currentStatus	Active
dateFounded	1910
taxonomicCoverage	
geography	Europe; Czech Republic, especially western Bohemia.
address	{'physicalStreet': '', 'physicalCity': 'Plzen', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Czech Republic', 'postalStreet': 'Kopeckého sady 2', 'postalCity': 'Plzen', 'postalState': '', 'postalZipCode': '301 50', 'postalCountry': 'Czech Republic'}
contact	{'phone': '[420] 378 370 434', 'email': 'opeksa@zcm.cz\nbotanika@zcm.cz', 'webUrl': ''}
location	{'lat': 49.744469, 'lon': 13.38026}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	[]
importantCollectors	['F. Tyttl', 'L. Celakovský', 'A. Sobota', 'V. Mencl', 'M. Vondrácek', 'F. Zikan', 'F. Maloch', 'A. Melzer', 'A. Pyšek']
notes	Updated Sep 2014.  Loan permit required from Ministry of Culture, Czech Republic.
dateModified	2018-01-12
irn	126036
organization	Senckenberg Gesellschaft für Naturforschung: Senckenberg Museum für Naturkunde Görlitz
code	GLM
division	
department	
cites	
specimenTotal	310000
currentStatus	Active
dateFounded	1820
taxonomicCoverage	Vascular plants and fungi; lichens, bryophytes, and Characeae
geography	Worldwide, especially eastern Germany and adjacent areas of Poland and Czech Republic; Europe
address	{'physicalStreet': 'Grüner Graben 28a.', 'physicalCity': 'Görlitz', 'physicalState': '', 'physicalZipCode': '', 'physicalCountry': 'Germany', 'postalStreet': 'Am Museum 1', 'postalCity': 'Görlitz', 'postalState': '', 'postalZipCode': 'D-02826', 'postalCountry': 'Germany'}
contact	{'phone': '[49] 3581 4760 310', 'email': 'karsten.wesche@senckenberg.de', 'webUrl': ''}
location	{'lat': 51.153475, 'lon': 14.986657}
collectionsSummary	{'numAlgae': 0, 'numAlgaeDatabased': 0, 'numAlgaeImaged': 0, 'numBryos': 0, 'numBryosDatabased': 0, 'numBryosImaged': 0, 'numFungi': 0, 'numFungiDatabased': 0, 'numFungiImaged': 0, 'numPteridos': 0, 'numPteridosDatabased': 0, 'numPteridosImaged': 0, 'numSeedPl': 0, 'numSeedPlDatabased': 0, 'numSeedPlImaged': 0}
incorporatedHerbaria	['ISIS (1500 specimens, vascular plants, lichens and bryophytes, 1975).']
importantCollectors	['E. Barber', 'J. C. Breutel', 'I. Dunger', 'H. Jage', 'A. Kelch', 'J. G. C. Lehmann', 'M. Militzer', 'C. G. Mosig', 'H. -W/ Otto', 'R. Peck', 'F. A. Schade', 'E. Wenck']
notes	Updated Jul 2017 (institution name updated).
dateModified	2018-01-12
irn	124290
organization	Verulamium Museum
code	STAL
division	St. Albans Museum Service
department	
cites	
specimenTotal	0
currentStatus	Inactive
dateFounded	
taxonomicCoverage	
geography	
address	{'physicalStreet': '', 'physicalCity': 'Saint Albans', 'physicalState': 'England', 'physicalZipCode': '', 'physicalCountry': 'U.K.', 'postalStreet': 'Hatfield Road', 'postalCity': 'Saint Albans, Hertfordshire', 'postalState': 'England', 'postalZipCode': 'AL3 4SW', 'postalCountry': 'U.K.'}
contact	{'phone': '', 'email': '', 'webUrl': ''}
location	{'lat': 51.75323, 'lon': -0.354784}
